Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
PIT,25,29.18,23,29.21,25,29.14,18,30.28,14,28.82,32,29.04,25,31.72
CAR,26,29.19,21,28.80,28,29.61,14,29.81,20,29.32,29,28.18,15,30.98
BAL,27,29.27,8,27.40,32,31.21,22,30.94,11,28.32,30,28.80,9,29.83
HOU,28,29.27,25,29.35,26,29.19,30,32.01,13,28.74,25,27.72,29,32.33
JAX,29,29.36,32,30.41,16,28.47,10,29.42,32,30.70,26,27.72,31,33.04
NYJ,30,29.61,28,29.53,29,29.68,23,30.96,30,30.43,14,26.30,20,31.30
NYG,31,30.22,26,29.41,31,31.15,28,31.65,25,29.66,31,28.96,26,31.82
MIA,32,30.24,31,30.39,30,30.10,29,31.66,31,30.61,18,26.78,32,33.61
NFL,0,28.40,0,28.45,0,28.34,0,30.13,0,28.86,0,26.42,0,30.78

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
GB,1,26.96,6,27.51,2,26.48,4,27.38,12,28.63,1,23.73,7,30.34
BAL,2,27.37,19,28.65,1,26.07,29,32.09,9,28.44,5,24.99,11,30.47
NO,3,27.49,1,26.89,17,28.05,9,28.56,3,27.66,17,26.67,2,29.25
MIA,4,27.50,11,28.29,4,26.71,26,31.47,1,27.51,14,26.16,8,30.41
PIT,5,27.57,7,27.72,7,27.43,3,26.69,10,28.53,13,25.88,1,29.21
SF,6,27.59,5,27.43,12,27.75,13,29.60,4,27.82,10,25.64,3,29.46
NYG,7,27.61,4,27.34,14,27.86,2,26.32,8,28.41,21,26.87,14,30.59
NYJ,8,27.66,8,27.87,8,27.46,18,30.57,24,29.28,3,24.35,15,30.60
PHI,9,27.67,10,28.14,5,27.19,11,28.70,28,29.52,4,24.68,23,31.16
ATL,10,27.73,2,27.26,18,28.12,24,31.17,2,27.52,23,27.21,6,30.30
CHI,11,27.85,27,29.18,3,26.69,16,30.16,5,28.24,19,26.81,5,30.21
SD,12,27.88,15,28.48,6,27.27,5,28.04,17,28.94,11,25.79,10,30.44
MIN,13,27.99,9,27.97,16,28.00,1,23.26,16,28.93,28,28.03,16,30.66
HOU,14,28.11,18,28.62,11,27.60,25,31.18,13,28.67,8,25.54,20,31.02
CAR,15,28.13,21,28.74,10,27.56,20,30.77,18,28.95,15,26.28,25,31.21
ARI,16,28.14,23,28.80,9,27.48,8,28.29,14,28.75,25,27.40,29,31.40
TEN,17,28.34,24,28.87,13,27.78,31,32.59,25,29.33,7,25.38,24,31.17
BUF,18,28.41,12,28.30,20,28.51,14,29.68,19,28.95,2,24.30,12,30.56
DAL,19,28.43,13,28.45,19,28.41,27,31.48,20,28.96,12,25.86,17,30.82
WAS,20,28.50,14,28.46,21,28.54,15,30.05,7,28.32,22,26.97,4,30.11
NE,21,28.66,30,29.36,15,27.98,21,30.78,32,30.44,6,25.37,26,31.26
KC,22,28.73,17,28.54,24,28.90,22,30.95,21,29.01,9,25.63,13,30.57
OAK,23,28.75,22,28.77,23,28.72,12,29.55,22,29.05,16,26.46,27,31.27
JAX,24,28.96,29,29.32,22,28.57,7,28.21,15,28.81,32,30.58,30,32.01
STL,25,28.99,3,27.26,30,31.00,19,30.62,6,28.28,18,26.71,9,30.43
TB,26,29.05,25,29.08,25,29.01,10,28.58,30,29.77,24,27.31,19,30.90
DEN,27,29.32,20,28.67,27,29.96,30,32.26,11,28.60,29,28.27,21,31.13
SEA,28,29.36,16,28.51,29,30.29,17,30.20,29,29.55,27,27.67,18,30.90
IND,29,29.48,31,29.50,26,29.47,6,28.09,27,29.51,31,30.22,31,32.28
CIN,30,29.73,28,29.19,28,30.21,23,30.96,26,29.48,30,28.71,22,31.15
CLE,31,30.15,26,29.17,32,31.29,32,32.99,23,29.21,26,27.44,32,32.58
DET,32,30.53,32,29.91,31,31.17,28,31.51,31,30.19,20,26.87,28,31.31
NFL,0,28.40,0,28.45,0,28.34,0,30.13,0,28.86,0,26.42,0,30.78

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
BAL,1,33:15,4,7:06,1,18:59,1,7:10,7,13:04,2,34:35,1,12:20
NYG,2,32:48,23,4:56,2,16:41,9,11:11,25,9:30,5,32:29,6,18:01
NE,3,32:25,27,4:28,6,15:27,14,12:30,18,10:51,9,29:19,11,19:51
HOU,4,32:04,26,4:32,12,13:00,25,14:32,28,9:20,13,25:44,19,24:56
GB,5,31:37,2,7:36,17,10:21,19,13:40,4,14:26,18,23:03,14,22:31
WAS,6,31:31,3,7:22,19,9:47,23,14:22,11,11:54,23,21:15,22,26:50
PIT,7,31:27,1,8:38,15,11:07,10,11:41,1,16:11,14,25:39,8,18:11
MIN,8,31:19,11,6:15,13,12:16,15,12:48,12,11:52,11,25:57,12,22:12
JAX,9,31:16,30,3:14,30,6:54,32,21:08,31,7:15,28,17:44,30,35:01
TB,10,31:12,15,5:51,16,11:01,22,14:20,2,14:52,21,21:33,16,23:35
MIA,11,31:03,17,5:34,4,16:22,4,9:07,21,9:49,3,34:09,3,16:02
PHI,12,31:02,12,6:12,7,14:39,8,10:11,9,12:52,8,29:33,5,17:35
ATL,13,30:46,20,5:13,3,16:35,3,8:58,30,7:56,1,36:34,2,15:30
NO,14,30:28,16,5:42,20,9:43,28,15:03,16,11:20,17,23:54,17,24:46
ARI,15,30:11,22,5:01,11,13:01,11,12:09,24,9:30,15,25:36,18,24:54
NYJ,16,30:09,8,6:53,10,13:44,6,9:33,10,12:35,10,28:43,9,18:42
BUF,17,30:04,31,2:59,31,6:37,31,20:27,32,7:02,31,14:11,31,38:46
DAL,18,29:57,18,5:30,14,12:13,13,12:15,17,11:04,12,25:48,15,23:09
STL,19,29:32,25,4:46,29,6:59,29,17:48,23,9:39,30,15:35,29,34:46
CAR,20,29:22,21,5:03,8,14:35,7,9:45,26,9:28,6,32:29,7,18:03
SF,21,29:13,13,6:03,21,9:19,20,13:51,20,10:25,22,21:28,25,28:07
TEN,22,28:58,24,4:51,5,15:31,2,8:37,22,9:48,4,32:53,4,17:19
SD,23,28:53,19,5:15,23,8:40,27,14:58,15,11:35,20,22:23,21,26:03
DEN,24,28:44,10,6:15,22,9:18,16,13:11,14,11:37,19,22:39,20,25:44
CIN,25,28:40,5,7:05,25,8:04,18,13:32,6,13:16,29,17:40,26,29:04
IND,26,28:39,9,6:16,18,10:13,12,12:10,8,12:55,16,24:53,13,22:12
OAK,27,28:12,14,5:59,27,7:16,26,14:57,13,11:41,25,18:03,27,30:16
KC,28,28:04,7,6:55,28,7:06,21,14:03,5,14:22,26,17:55,24,27:44
CHI,29,28:01,28,4:24,9,14:19,5,9:18,27,9:25,7,31:32,10,19:03
CLE,30,27:33,6,7:01,26,7:16,17,13:16,3,14:47,27,17:54,23,27:20
DET,31,26:59,32,2:45,32,4:34,30,19:40,29,8:12,32,10:45,32,41:03
SEA,32,26:38,29,3:58,24,8:10,24,14:30,19,10:37,24,18:31,28,30:52

