Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
OAK,21,27.82,22,28.42,16,27.20,22,30.23,18,28.17,15,25.23,20,30.70
KC,22,27.93,11,26.70,27,29.05,18,29.89,19,28.36,8,24.51,12,29.55
TB,23,28.17,20,28.26,20,28.08,29,32.57,20,28.49,24,26.62,22,31.04
ATL,24,28.19,14,27.16,28,29.18,12,28.09,22,28.86,22,26.38,19,30.34
MIA,25,28.20,19,28.13,23,28.27,24,30.82,16,28.12,16,25.39,25,31.36
GB,26,28.32,16,27.73,26,29.00,20,29.92,21,28.50,13,24.91,14,29.63
HOIL,27,29.03,27,28.69,29,29.36,28,31.99,29,30.56,17,25.61,28,32.46
ARI,28,29.15,29,30.14,21,28.17,17,29.50,27,30.10,28,28.15,27,32.37
DAL,29,29.26,28,29.61,25,28.93,19,29.90,25,29.03,27,27.75,29,32.73
IND,30,31.35,30,32.86,30,29.89,30,34.02,30,31.59,29,28.38,30,34.54
NFL,0,27.35,0,27.46,0,27.24,0,29.01,0,27.86,0,25.28,0,30.02

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
IND,1,25.92,1,24.91,14,26.91,14,28.91,1,25.42,16,25.27,1,28.24
SF,2,26.15,6,26.77,3,25.52,26,30.04,8,27.25,15,25.13,4,29.25
MIN,3,26.22,5,26.61,5,25.86,4,27.56,5,27.00,8,24.33,6,29.30
KC,4,26.54,18,27.80,1,25.23,30,31.43,16,28.05,2,23.45,16,30.29
GB,5,26.55,19,27.83,2,25.49,2,26.82,27,28.84,11,24.79,25,30.57
HOIL,6,26.69,8,26.90,10,26.48,1,26.67,22,28.42,6,24.25,7,29.31
OAK,7,26.75,7,26.80,13,26.71,24,29.86,3,26.59,10,24.75,13,29.78
NYJ,8,26.82,2,25.22,26,28.70,12,28.84,2,26.11,13,25.07,2,28.45
DAL,9,26.90,11,27.10,12,26.68,23,29.77,20,28.27,17,25.60,9,29.39
MIA,10,27.09,16,27.66,11,26.61,28,30.74,14,27.92,7,24.32,5,29.26
BUF,11,27.15,23,28.27,6,26.03,5,27.94,19,28.25,4,23.82,21,30.41
ATL,12,27.20,30,29.04,4,25.52,6,27.97,11,27.76,24,26.09,26,30.62
CAR,13,27.23,14,27.34,15,27.12,10,28.51,4,26.93,19,25.79,8,29.38
CLE,14,27.31,22,28.19,9,26.47,17,29.29,13,27.92,3,23.52,11,29.41
PHI,15,27.39,27,28.80,7,26.10,27,30.41,6,27.14,25,26.18,24,30.56
CHI,16,27.42,26,28.46,8,26.44,7,28.05,15,28.03,22,26.05,28,31.09
PIT,17,27.45,9,26.98,20,27.88,11,28.52,17,28.09,27,26.33,22,30.49
CIN,18,27.46,17,27.67,17,27.25,8,28.06,18,28.12,12,24.83,27,30.82
SEA,19,27.50,10,26.98,22,28.06,16,29.24,7,27.14,23,26.08,3,29.15
STL,20,27.54,4,26.53,25,28.57,3,27.28,29,28.91,20,25.93,20,30.39
NE,21,27.71,13,27.33,23,28.09,29,30.78,9,27.41,9,24.44,18,30.37
NYG,22,27.83,21,27.96,19,27.71,18,29.34,12,27.86,28,26.46,14,30.16
DEN,23,27.91,15,27.45,24,28.38,22,29.77,25,28.59,18,25.79,12,29.41
ARI,24,28.01,3,25.91,30,30.15,20,29.53,10,27.70,1,23.31,10,29.41
SD,25,28.04,29,28.89,16,27.23,13,28.85,24,28.56,21,25.93,19,30.38
DET,26,28.12,28,28.80,18,27.48,25,29.93,26,28.69,29,27.11,30,31.47
WAS,27,28.15,25,28.37,21,27.92,9,28.22,30,29.44,5,23.94,29,31.29
NO,28,28.27,12,27.26,29,29.38,19,29.48,21,28.31,26,26.29,15,30.22
TB,29,28.50,20,27.84,28,29.21,15,29.18,23,28.53,30,27.23,23,30.56
JAX,30,28.56,24,28.28,27,28.87,21,29.54,28,28.85,14,25.13,17,30.32
NFL,0,27.35,0,27.46,0,27.24,0,29.01,0,27.86,0,25.28,0,30.02

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
PIT,1,32:29,7,7:51,6,13:28,12,11:10,15,13:08,8,26:37,11,20:14
HOIL,2,32:17,25,5:52,11,11:45,22,14:40,28,11:24,15,22:46,20,25:50
SF,3,31:56,20,6:26,1,18:59,1,6:31,26,11:29,1,38:08,1,10:24
MIN,4,31:51,3,8:49,10,12:25,9,10:38,5,16:31,11,25:26,7,18:03
IND,5,31:51,5,8:30,18,9:29,20,13:52,6,16:26,18,21:14,13,22:20
MIA,6,31:19,15,6:53,5,13:38,11,10:48,24,12:09,7,28:19,10,19:32
DAL,7,31:16,29,4:54,2,18:29,4,7:53,30,8:24,2,37:36,3,14:00
GB,8,31:16,1,9:53,4,14:51,2,6:32,2,17:37,3,31:33,2,10:51
KC,9,31:14,28,5:07,3,16:28,7,9:39,29,11:14,4,31:09,5,17:38
STL,10,31:13,14,7:02,16,10:24,18,13:47,18,12:36,19,21:11,23,26:13
ARI,11,30:59,24,6:10,30,4:28,30,20:21,22,12:28,30,10:21,30,37:12
OAK,12,30:40,8,7:32,13,11:11,13,11:57,20,12:31,13,24:31,14,22:58
PHI,13,30:18,22,6:15,15,11:06,17,12:57,27,11:26,14,24:12,17,24:22
DEN,14,30:09,17,6:47,8,12:43,10,10:39,21,12:28,9,25:34,12,21:58
CHI,15,30:05,4,8:34,12,11:15,8,10:16,4,16:40,12,25:07,8,18:13
NE,16,29:43,2,9:11,28,5:30,25,15:02,1,18:52,28,13:48,25,27:21
NYG,17,29:34,26,5:31,21,8:06,27,15:57,19,12:31,16,21:31,21,25:58
SD,18,29:20,23,6:11,19,9:14,21,13:55,13,13:55,20,20:37,19,25:28
NYJ,19,29:13,19,6:28,29,5:28,28,17:16,16,13:05,29,12:57,29,33:57
CAR,20,29:12,10,7:31,22,7:52,19,13:49,9,16:11,26,16:06,26,27:43
ATL,21,29:12,11,7:13,9,12:36,5,9:23,14,13:18,6,28:43,6,18:00
DET,22,28:49,6,7:53,7,13:06,3,7:49,11,14:49,5,30:23,4,14:48
WAS,23,28:41,21,6:20,23,7:32,23,14:49,7,16:25,23,18:15,18,25:20
JAX,24,28:37,30,4:46,27,6:28,29,17:24,25,12:05,27,14:32,28,33:22
SEA,25,28:35,12,7:10,20,8:58,15,12:27,17,12:50,21,20:19,24,26:51
TB,26,28:25,16,6:53,26,6:38,24,14:55,8,16:25,25,17:30,22,26:06
NO,27,28:25,18,6:41,17,9:31,14,12:13,12,14:23,17,21:17,16,24:20
CLE,28,28:24,27,5:16,24,7:21,26,15:48,23,12:16,24,17:40,27,30:03
BUF,29,28:12,9,7:32,14,11:07,6,9:34,10,15:27,10,25:32,9,19:02
CIN,30,26:46,13,7:05,25,7:08,16,12:33,3,17:32,22,18:51,15,23:36

