"","index","schedule_date","schedule_season","schedule_week","team_home","team_home_full","team_away_full","score_home","score_away","score_total","over_under_line","over_under_diff","over_binary","spread_favorite","home_total_dvoa","home_weighted_dvoa","home_offense_dvoa","home_defense_dvoa","home_special_dvoa","home_off_def_difference","home_sec_play_total","home_sec_play_neutral","home_sec_play_composite","away_total_dvoa","away_weighted_dvoa","away_offense_dvoa","away_defense_dvoa","away_special_dvoa","away_off_def_difference","away_sec_play_total","away_sec_play_neutral","away_sec_play_composite","dvoa_total_cumulative","dvoa_total_difference","dvoa_weighted_cumulative","dvoa_weighted_difference","dvoa_offense_cumulative","dvoa_offense_difference","dvoa_defense_cumulative","dvoa_defense_difference","dvoa_special_cumulative","dvoa_special_difference","dvoa_home_offense_matchup","dvoa_away_offense_matchup","composite_pace_average","composite_pace_difference","offense_matchup_cumulative","offense_matchup_difference"
"3349",3349,"2006-12-25",2006,16,"MIA","MIA2006","NYJ2006",10,13,23,36.5,-13.5,0,-3,-1.6,2.1,-10,-9.3,-0.9,-9.1,26.98,29.78,28.38,-2.3,-1.7,5.4,11.5,3.7,1.7,28.62,30.9,29.76,-3.9,0.7,0.4,3.8,-4.6,15.4,2.2,20.8,10.6,4.6,1.5,-3.9,29.07,1.38,-2.4,5.4
"3350",3350,"2006-12-30",2006,17,"WAS","WAS2006","NYG2006",28,34,62,43,19,1,-2,-10.4,-11.1,3.6,15.9,1.9,1.7,28.81,31.56,30.185,12.3,8.5,11.8,-0.3,0.1,11.7,27.89,30.78,29.335,1.9,22.7,-2.6,19.6,15.4,8.2,15.6,16.2,1.6,1.8,3.3,27.7,29.76,0.849999999999998,31,24.4
"3351",3351,"2006-12-31",2006,17,"BAL","BAL2006","BUF2006",19,7,26,37.5,-11.5,0,-9,27.2,29.6,1,-22.4,3.9,-2.9,30.19,32.66,31.425,-2.5,3.2,-7,2.6,7.1,-14.1,29.21,31.03,30.12,24.7,29.7,32.8,26.4,-6,8,-19.8,25,6.5,3.2,3.6,-29.4,30.7725,1.305,-25.8,33
"3352",3352,"2006-12-31",2006,17,"CHI","CHI2006","GB2006",7,26,33,37,-4,0,-2.5,24,17.1,-4.6,-19.9,8.7,-13.3,27.51,27.67,27.59,-6.1,-2,-5,-3.7,-4.8,-0.2,26.31,28.01,27.16,17.9,30.1,15.1,19.1,-9.6,0.4,-23.6,16.2,5,13.5,-8.3,-24.9,27.375,0.43,-33.2,16.6
"3353",3353,"2006-12-31",2006,17,"CIN","CIN2006","PIT2006",17,23,40,44.5,-4.5,0,-6,6.1,5.6,14.4,9.6,1.4,13,26.82,28.14,27.48,8.8,8.6,7.4,-6.4,-5,12.4,28.35,31.79,30.07,14.9,2.7,14.2,3,21.8,7,3.2,16,-5,6.4,8,17,28.775,2.59,25,9
"3354",3354,"2006-12-31",2006,17,"DAL","DAL2006","DET2006",31,39,70,46,24,1,-14,11,7.8,12.1,0.6,-0.5,12.6,28.52,30.23,29.375,-17.9,-15.7,-13.7,7.2,3,-16.7,26.71,29.31,28.01,-6.9,28.9,-7.9,23.5,-1.6,25.8,7.8,6.6,6.7,3.5,19.3,-13.1,28.6925,1.365,6.2,32.4
"3355",3355,"2006-12-31",2006,17,"DEN","DEN2006","SF2006",23,26,49,39,10,1,-10,-1.6,-5.4,-4.8,-2.6,0.6,-5.4,29.19,30.71,29.95,-19.7,-19.4,-8.5,11.2,0.1,-8.6,29.24,31.95,30.595,-21.3,18.1,-24.8,14,-13.3,3.7,8.6,13.8,11.8,0.5,6.4,-11.1,30.2725,0.645,-4.7,17.5
"3356",3356,"2006-12-31",2006,17,"HOU","HOU2006","CLE2006",14,6,20,37.5,-17.5,0,-6,-20.9,-15.2,-6.3,12.3,-2.2,-4.1,28.78,31.21,29.995,-17.1,-22.4,-16.3,4.2,3.3,-19.6,29.37,33.44,31.405,-38,3.8,-37.6,7.2,-22.6,10,16.5,8.1,2,5.5,-2.1,-4,30.7,1.41,-6.1,1.9
"3357",3357,"2006-12-31",2006,17,"IND","IND2006","MIA2006",27,22,49,43.5,5.5,1,-9,17.9,19,29.4,7.8,-3.6,33,27.25,29.39,28.32,-1.6,2.1,-10,-9.3,-0.9,-9.1,26.98,29.78,28.38,16.3,19.5,21.1,16.9,19.4,39.4,-1.5,17.1,-12.9,2.7,20.1,-2.2,28.35,0.0599999999999987,17.9,22.3
"3358",3358,"2006-12-31",2006,17,"KC","KC2006","JAX2006",35,30,65,37,28,1,-2.5,5.3,5.3,6.1,2.1,1.3,4.8,28.28,31.7,29.99,21.8,21.6,7.6,-14.7,-0.5,8.1,30.36,33.59,31.975,27.1,16.5,26.9,16.3,13.7,1.5,-12.6,16.8,-13.4,1.8,-8.6,9.7,30.9825,1.985,1.1,18.3
"3359",3359,"2006-12-31",2006,17,"MIN","MIN2006","LAR2006",21,41,62,44,18,1,-2.5,-10,-12.1,-17.8,-12.2,-4.4,-13.4,29.16,32.79,30.975,-11.3,-14.7,2.4,8.4,-5.3,7.7,27.32,30.21,28.765,-21.3,1.3,-26.8,2.6,-15.4,20.2,-3.8,20.6,4,0.899999999999999,-9.4,-9.8,29.87,2.21,-19.2,0.399999999999999
"3360",3360,"2006-12-31",2006,17,"NO","NO2006","CAR2006",21,31,52,38.5,13.5,1,-2,10,10.2,10.1,0.7,0.6,9.5,27.8,28.89,28.345,4.6,9.1,-2.1,-9.9,-3.2,1.1,28.65,32.22,30.435,14.6,5.4,19.3,1.1,8,12.2,-9.2,10.6,-9.3,3.8,0.199999999999999,-1.4,29.39,2.09,-1.2,1.6
"3361",3361,"2006-12-31",2006,17,"NYJ","NYJ2006","LV2006",23,3,26,34.5,-8.5,0,-10.5,-2.3,-1.7,5.4,11.5,3.7,1.7,28.62,30.9,29.76,-34.7,-31,-37.2,-6.4,-3.9,-33.3,27.85,30.85,29.35,-37,32.4,-32.7,29.3,-31.8,42.6,5.1,17.9,-2.7,7.6,-1,-25.7,29.555,0.41,-26.7,24.7
"3362",3362,"2006-12-31",2006,17,"PHI","PHI2006","ATL2006",24,17,41,43,-2,0,-8.5,25.5,21.1,21.2,-6.7,-2.5,23.7,27.6,29.31,28.455,-5.2,-5.2,-1,-0.4,-4.6,3.6,27.93,29.8,28.865,20.3,30.7,15.9,26.3,20.2,22.2,-7.1,6.3,-2.9,2.1,20.8,-7.7,28.66,0.41,13.1,28.5
"3363",3363,"2006-12-31",2006,17,"LAC","LAC2006","ARI2006",27,20,47,44,3,1,-14,28.5,26.7,25.8,2.2,4.9,20.9,29.09,30.97,30.03,-20.9,-8.3,-9.7,5.1,-6.1,-3.6,27.79,30.76,29.275,7.6,49.4,18.4,35,16.1,35.5,7.3,2.9,10,11,30.9,-7.5,29.6525,0.755000000000003,23.4,38.4
"3364",3364,"2006-12-31",2006,17,"TB","TB2006","SEA2006",7,23,30,38,-8,0,-3,-21.5,-20.3,-16.4,5.4,0.3,-16.7,27.48,31.2,29.34,-14.1,-16.4,-11.7,5.2,2.9,-14.6,26.6,28.35,27.475,-35.6,7.4,-36.7,3.9,-28.1,4.7,10.6,0.2,5.5,2.6,-11.2,-6.3,28.4075,1.865,-17.5,4.9
"3365",3365,"2006-12-31",2006,17,"TEN","TEN2006","NE2006",23,40,63,41.5,21.5,1,-3,-11.3,2.5,-9.5,4.6,2.8,-12.3,27.04,29.75,28.395,26.1,30.3,14.7,-8.5,2.9,11.8,27.98,29.46,28.72,14.8,37.4,32.8,27.8,5.2,24.2,-3.9,13.1,-5.7,0.1,-18,19.3,28.5575,0.324999999999999,1.3,37.3
"3366",3366,"2007-09-06",2007,1,"IND","IND2007","NO2007",41,10,51,53.5,-2.5,0,-5.5,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355,23.9,35.3,27.2,20,29.7,16.3,-5.3,21.7,1.3,2.6,31.2,-6.8,28.0275,0.655000000000001,24.4,38
"3367",3367,"2007-09-09",2007,1,"BUF","BUF2007","DEN2007",14,15,29,37,-8,0,-3,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,-8.4,5,-0.5,1.3,-1,19.2,7.2,4.2,10.6,10,-4.4,10.6,30.09,1.36,6.2,15
"3368",3368,"2007-09-09",2007,1,"CLE","CLE2007","PIT2007",7,34,41,36.5,4.5,1,-4.5,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625,28,10.4,23.4,6.6,16.3,0.0999999999999996,-5.3,20.1,-4.6,9.7,-4.5,15.5,30.8625,3.525,11,20
"3369",3369,"2007-09-09",2007,1,"DAL","DAL2007","NYG2007",45,35,80,44.5,35.5,1,-6.5,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11,24.4,21.6,18,11.6,16.3,18.5,-9.3,2.7,-3.7,0.5,14.1,-7.1,30.085,0.0500000000000007,7,21.2
"3370",3370,"2007-09-09",2007,1,"GB","GB2007","PHI2007",16,13,29,42.5,-13.5,0,-3,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665,31.6,9.4,28.2,7.8,28.7,3.3,-6.3,3.3,-1.8,9.4,11.2,11.2,29.2525,1.175,22.4,0
"3371",3371,"2007-09-09",2007,1,"HOU","HOU2007","KC2007",20,3,23,38,-15,0,-3,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43,-21.2,19.6,-22.6,24,-18,21.2,6,12.4,3.7,10.9,-1.6,-10.4,29.5875,0.315000000000001,-12,8.8
"3372",3372,"2007-09-09",2007,1,"JAX","JAX2007","TEN2007",10,13,23,38,-15,0,-7,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155,33.2,13.2,37.5,25.7,18.4,25.4,-15.1,12.7,-13.9,0.4,8,-4.7,30.1775,0.0449999999999982,3.3,12.7
"3373",3373,"2007-09-09",2007,1,"MIN","MIN2007","ATL2007",24,3,27,35.5,-8.5,0,-3,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,-18,28.2,-17.1,31.7,-17.6,16,2.9,9.7,8.8,2.6,5.5,-20.2,29.185,1.56,-14.7,25.7
"3374",3374,"2007-09-09",2007,1,"NYJ","NYJ2007","NE2007",14,38,52,41,11,1,-6.5,-17.3,-9.4,-9.6,9.3,1.6,-11.2,26.66,31.89,29.275,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,36.1,70.7,32.9,51.7,34.5,53.7,3.6,15,-4.1,2,-15.3,53.4,29.21,0.129999999999999,38.1,68.7
"3375",3375,"2007-09-09",2007,1,"LV","LV2007","DET2007",21,36,57,39.5,17.5,1,-2.5,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,-55.1,6.5,-53.7,1.9,-28.3,7.7,17.7,3.1,4.9,2,-7.6,-3,29.5575,2.505,-10.6,4.6
"3376",3376,"2007-09-09",2007,1,"LAC","LAC2007","CHI2007",14,3,17,42.5,-25.5,0,-6,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,11.6,24,26.2,22.4,-17,27.4,-12.3,2.7,0.3,6.1,0.4,-29.7,28.3,2.04,-29.3,30.1
"3377",3377,"2007-09-09",2007,1,"SEA","SEA2007","TB2007",20,6,26,41,-15,0,-6,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,31.5,3.5,26.4,2,12.5,0.699999999999999,-17.4,5,-10,0.9,-4.6,-0.3,28.8125,3.105,-4.9,4.3
"3378",3378,"2007-09-09",2007,1,"LAR","LAR2007","CAR2007",13,27,40,43,-3,0,-1,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845,-54.3,12.1,-49.8,9.4,-38,8.4,5.8,4.8,-4.2,1.1,-22.7,-9.5,29.1475,0.605,-32.2,13.2
"3379",3379,"2007-09-09",2007,1,"WAS","WAS2007","MIA2007",16,13,29,34.5,-5.5,0,-3,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8,-17.9,28.5,-18.4,37,-7.6,5.8,7.2,20.4,13.4,2.3,12.9,-13.3,29.255,1.09,-0.4,26.2
"3380",3380,"2007-09-10",2007,1,"CIN","CIN2007","BAL2007",27,20,47,40,7,1,-2.5,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,-6.6,-9.9,-13.5,-6.8,0.1,-13.6,27.79,31.21,29.5,-6.8,6.4,-10.1,9.7,-1.3,25.7,4.7,18.3,-7.6,0.9,5.4,-2,29.1275,0.745000000000001,3.4,7.4
"3381",3381,"2007-09-10",2007,1,"SF","SF2007","ARI2007",20,17,37,46.5,-9.5,0,-3,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31,-47.3,23.5,-44.7,17.9,-36.6,29,11.4,4.2,8.8,9.7,-29.2,4,29.6175,0.615000000000002,-25.2,33.2
"3382",3382,"2007-09-16",2007,2,"ARI","ARI2007","SEA2007",23,20,43,42.5,0.5,1,-2.5,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,2.1,25.9,0.799999999999999,27.6,2.8,10.4,-2.6,9.8,-10.7,5.7,-10,10.2,28.285,2.05,0.199999999999999,20.2
"3383",3383,"2007-09-16",2007,2,"CAR","CAR2007","HOU2007",21,34,55,38.5,16.5,1,-6.5,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,-21.9,20.3,-19.5,20.9,-13.2,16.4,9.7,8.7,3.4,12.7,-5.6,2.1,29.295,0.900000000000002,-3.5,7.7
"3384",3384,"2007-09-16",2007,2,"CHI","CHI2007","KC2007",20,10,30,34.5,-4.5,0,-12,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43,-26.6,14.2,-21.4,25.2,-41.8,2.6,-8,1.6,8,15.2,-25.4,-24.4,28.355,2.15,-49.8,0.999999999999996
"3385",3385,"2007-09-16",2007,2,"CLE","CLE2007","CIN2007",51,45,96,41.5,54.5,1,-7,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,8.6,9,14.8,15.2,20.4,4,18.9,4.1,19.6,8.9,19.7,19.6,28.9275,0.345000000000002,39.3,0.0999999999999979
"3386",3386,"2007-09-16",2007,2,"DEN","DEN2007","LV2007",23,20,43,37,6,1,-10,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81,-32.5,29.1,-25.5,26.3,-8.9,27.1,13,1.6,2.2,0.4,16.4,-12.3,30.11,1.4,4.1,28.7
"3387",3387,"2007-09-16",2007,2,"DET","DET2007","MIN2007",20,17,37,42.5,-5.5,0,-3,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965,-19.2,29.4,-20.5,35.1,-11.1,9.5,7,13.8,-6.9,6,-13.7,9.6,29.135,1.66,-4.1,23.3
"3388",3388,"2007-09-16",2007,2,"JAX","JAX2007","ATL2007",13,7,20,34.5,-14.5,0,-10,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,0.0999999999999979,46.3,7.2,56,5.1,38.7,5.1,7.5,6.3,0.1,28.2,-18,29.3025,1.795,10.2,46.2
"3389",3389,"2007-09-16",2007,2,"MIA","MIA2007","DAL2007",20,37,57,40.5,16.5,1,-3.5,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06,-0.199999999999999,46.2,-12.9,42.5,10.7,24.1,7.8,19.8,-8.7,2.3,-12.7,31.2,29.93,0.259999999999998,18.5,43.9
"3390",3390,"2007-09-16",2007,2,"NE","NE2007","LAC2007",38,14,52,46,6,1,-3.5,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32,71.2,35.6,66.6,18,49.3,38.9,-13.2,1.8,-3.9,1.5,36.6,-0.5,29.2325,0.175000000000001,36.1,37.1
"3391",3391,"2007-09-16",2007,2,"NYG","NYG2007","GB2007",13,35,48,39,9,1,-2.5,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,21.9,19.1,21.2,14.8,14.9,17.1,-4.8,1.8,-2.4,3.9,-2.6,12.7,29.975,0.27,10.1,15.3
"3392",3392,"2007-09-16",2007,2,"PIT","PIT2007","BUF2007",26,3,29,39,-10,0,-10,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,12.5,25.9,7.5,9.3,-2,18.2,-11.2,14.2,-0.1,6.5,9.6,-22.8,31.6975,1.855,-13.2,32.4
"3393",3393,"2007-09-16",2007,2,"LAR","LAR2007","SF2007",16,17,33,44,-11,0,-3,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,-68.6,2.2,-60.9,1.7,-56,9.6,13.1,2.5,3.1,9.9,-15.4,-27.5,29.6875,0.475000000000001,-42.9,12.1
"3394",3394,"2007-09-16",2007,2,"TB","TB2007","NO2007",31,14,45,41.5,3.5,1,-4,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355,11.8,23.2,15.8,8.6,12.6,0.8,-3,19.4,8.5,4.6,14.1,-4.5,29.36,2.01,9.6,18.6
"3395",3395,"2007-09-16",2007,2,"TEN","TEN2007","IND2007",20,22,42,46,-4,0,-7,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,39.6,19.6,29.5,17.7,19.5,26.5,-27.4,0.4,-13.9,6.5,-17,9.1,28.9275,2.455,-7.9,26.1
"3396",3396,"2007-09-17",2007,2,"PHI","PHI2007","WAS2007",12,20,32,38.5,-6.5,0,-7,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71,16.4,5.8,19.5,0.899999999999999,11.8,13.6,-11.4,1.8,-13,6,6.1,-5.7,28.6875,0.0450000000000017,0.399999999999999,11.8
"3397",3397,"2007-09-23",2007,3,"ATL","ATL2007","CAR2007",20,27,47,38.5,8.5,1,-4,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845,-44.2,2,-44.6,4.2,-31.6,2,6.8,5.8,0.4,5.7,-16.3,-8.5,28.625,0.439999999999998,-24.8,7.8
"3398",3398,"2007-09-23",2007,3,"BAL","BAL2007","ARI2007",26,23,49,35.5,13.5,1,-7,-6.6,-9.9,-13.5,-6.8,0.1,-13.6,27.79,31.21,29.5,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31,-18.5,5.3,-23.3,3.5,-17.3,9.7,-3.2,10.4,3.7,4.6,-9.9,-10.6,29.405,0.190000000000001,-20.5,0.699999999999999
"3399",3399,"2007-09-23",2007,3,"CHI","CHI2007","DAL2007",10,34,44,41.5,2.5,1,-3,-6.2,1.9,-22.2,-4.8,11.2,-33.4,25.57,28.99,27.28,23,14.8,17.4,-6,-0.4,17.8,29.2,30.92,30.06,16.8,29.2,16.7,12.9,-4.8,39.6,-10.8,1.2,5.2,11.6,-28.2,12.6,28.67,2.78,-15.6,40.8
"3400",3400,"2007-09-23",2007,3,"DEN","DEN2007","JAX2007",14,23,37,36,1,1,-3,-1.7,0.4,9.1,5.7,-5.1,14.2,28.15,30.67,29.41,23.2,31.6,21.9,-1.2,0,21.9,29.51,30.89,30.2,21.5,24.9,32,31.2,31,12.8,4.5,6.9,-6.3,5.1,7.9,27.6,29.805,0.789999999999999,35.5,19.7
"3401",3401,"2007-09-23",2007,3,"GB","GB2007","LAC2007",31,24,55,42.5,12.5,1,-5.5,20.5,18,16,-1.5,3,13,28.5,31.18,29.84,17.8,24.3,5.2,-7.5,5.1,0.1,28.58,30.06,29.32,38.3,2.7,42.3,6.3,21.2,10.8,-9,6,-4.5,2.1,8.5,3.7,29.58,0.52,12.2,4.8
"3402",3402,"2007-09-23",2007,3,"HOU","HOU2007","IND2007",24,30,54,46.5,7.5,1,-6.5,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,29.6,23.6,23,-13.5,-6.9,29.9,27.24,28.16,27.7,28.8,30.4,24.3,22.9,24.6,21.4,-4.3,22.7,-6.6,13.8,-11.9,32.2,28.7225,2.045,20.3,44.1
"3403",3403,"2007-09-23",2007,3,"KC","KC2007","MIN2007",13,10,23,34,-11,0,-3,-20.4,-23.3,-19.6,-3.2,-4,-15.6,28.08,30.78,29.43,5.1,7.3,-0.8,-3.4,2.5,-3.3,28.74,31.19,29.965,-15.3,25.5,-16,30.6,-20.4,18.8,-6.6,0.2,-7.4,6.5,-23,-4,29.6975,0.535,-27,19
"3404",3404,"2007-09-23",2007,3,"NE","NE2007","BUF2007",38,7,45,41,4,1,-16.5,53.4,42.3,44.1,-5.7,3.6,40.5,28.95,29.34,29.145,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,46.7,60.1,41.4,43.2,34,54.2,-4.2,7.2,5.1,1.3,45.6,-15.8,29.9575,1.625,29.8,61.4
"3405",3405,"2007-09-23",2007,3,"NYJ","NYJ2007","MIA2007",31,28,59,36.5,22.5,1,-3,-17.3,-9.4,-9.6,9.3,1.6,-11.2,26.66,31.89,29.275,-23.2,-27.7,-6.7,13.8,-2.7,-4,27.99,31.61,29.8,-40.5,5.9,-37.1,18.3,-16.3,2.9,23.1,4.5,15.4,4.3,4.2,2.6,29.5375,0.525000000000002,6.8,1.6
"3406",3406,"2007-09-23",2007,3,"LV","LV2007","CLE2007",26,24,50,41.5,8.5,1,-3,-30.8,-25.9,-18,7.3,-5.5,-12.5,29.2,32.42,30.81,8.8,15,8.2,7.4,8.1,0.1,27.43,30.77,29.1,-22,39.6,-10.9,40.9,-9.8,26.2,14.7,0.100000000000001,1.9,13.6,-10.6,15.5,29.955,1.71,4.9,26.1
"3407",3407,"2007-09-23",2007,3,"PHI","PHI2007","DET2007",56,21,77,44,33,1,-5,11.1,10.2,12.7,-4.8,-6.4,19.1,27.5,29.83,28.665,-24.3,-27.8,-10.3,10.4,-3.5,-6.8,26.61,30,28.305,-13.2,35.4,-17.6,38,2.4,23,5.6,15.2,4,2.9,23.1,-15.1,28.485,0.359999999999999,8,38.2
"3408",3408,"2007-09-23",2007,3,"PIT","PIT2007","SF2007",37,16,53,38,15,1,-9.5,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625,-35.4,-31.3,-32.8,7.8,5.2,-38,27.64,32.21,29.925,-16.2,54.6,-22.9,39.7,-24.7,40.9,-4.9,20.5,6.2,6.8,15.9,-45.5,31.275,2.7,-29.6,61.4
"3409",3409,"2007-09-23",2007,3,"SEA","SEA2007","CIN2007",24,21,45,49.5,-4.5,0,-3,14,14.2,6.6,-6.2,1.2,5.4,26.36,28.16,27.26,-0.2,-0.2,12.2,11.5,-0.8,13,27.15,30.36,28.755,13.8,14.2,14,14.4,18.8,5.6,5.3,17.7,12.7,2,18.1,6,28.0075,1.495,24.1,12.1
"3410",3410,"2007-09-23",2007,3,"TB","TB2007","LAR2007",24,3,27,38.5,-11.5,0,-3.5,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,-33.2,-29.6,-23.2,5.3,-4.7,-18.5,27.4,31.5,29.45,-15.7,50.7,-17.4,41.8,-17.3,29.1,-5.9,16.5,5.6,5,11.2,-34.4,29.9075,0.914999999999999,-23.2,45.6
"3411",3411,"2007-09-23",2007,3,"WAS","WAS2007","NYG2007",17,24,41,42.5,-1.5,0,-3.5,5.3,9.3,-0.9,-6.6,-0.4,-0.5,27.54,29.88,28.71,1.4,3.2,-1.1,-3.3,-0.9,-0.2,28.24,31.98,30.11,6.7,3.9,12.5,6.1,-2,0.2,-9.9,3.3,-3.7,0.5,-4.2,-7.7,29.41,1.4,-11.9,3.5
"3412",3412,"2007-09-24",2007,3,"NO","NO2007","TEN2007",14,31,45,46.5,-1.5,0,-4.5,-5.7,3.6,6.7,8.2,-4.3,11,27.62,29.09,28.355,10,5.9,-3.5,-13.9,-0.4,-3.1,28.39,31.92,30.155,4.3,15.7,9.5,2.3,3.2,10.2,-5.7,22.1,-18.2,3.9,-7.2,4.7,29.255,1.8,-2.5,11.9
"3413",3413,"2007-09-30",2007,4,"ARI","ARI2007","PIT2007",21,14,35,42.5,-7.5,0,-5,-11.9,-13.4,-3.8,3.6,-4.5,0.7,28.15,30.47,29.31,19.2,8.4,8.1,-12.7,-1.6,9.7,31.31,33.94,32.625,7.3,31.1,-5,21.8,4.3,11.9,-9.1,16.3,-17.2,2.9,-16.5,11.7,30.9675,3.315,-4.8,28.2
"3414",3414,"2007-09-30",2007,4,"ATL","ATL2007","HOU2007",26,16,42,39.5,2.5,1,-2.5,-23.1,-24.4,-16.8,6.3,-0.1,-16.7,27.08,29.73,28.405,-0.8,0.7,1.6,9.2,6.9,-5.3,28.49,31,29.745,-23.9,22.3,-23.7,25.1,-15.2,18.4,15.5,2.9,9.1,7,-7.6,7.9,29.075,1.34,0.299999999999999,15.5
"3415",3415,"2007-09-30",2007,4,"BUF","BUF2007","NYJ2007",17,14,31,37,-6,0,-3,-6.7,-0.9,-10.1,1.5,4.9,-15,29.31,32.23,30.77,-17.3,-9.4,-9.6,9.3,1.6,-11.2,26.66,31.89,29.275,-24,10.6,-10.3,8.5,-19.7,0.5,10.8,7.8,14.2,3.3,-0.799999999999999,-8.1,30.0225,1.495,-8.9,7.3
"3416",3416,"2007-09-30",2007,4,"CAR","CAR2007","TB2007",7,20,27,39.5,-12.5,0,-3,-21.1,-20.2,-14.8,0.5,-5.8,-9,27.1,30.59,28.845,17.5,12.2,5.9,-11.2,0.3,5.6,29.03,31.7,30.365,-3.6,38.6,-8,32.4,-8.9,20.7,-10.7,11.7,-17,6.1,-26,6.4,29.605,1.52,-19.6,32.4
