"","index","schedule_date","schedule_season","schedule_week","team_home","team_home_full","team_away_full","score_home","score_away","score_total","over_under_line","over_under_diff","over_binary","spread_favorite","home_total_dvoa","home_weighted_dvoa","home_offense_dvoa","home_defense_dvoa","home_special_dvoa","home_off_def_difference","home_sec_play_total","home_sec_play_neutral","home_sec_play_composite","away_total_dvoa","away_weighted_dvoa","away_offense_dvoa","away_defense_dvoa","away_special_dvoa","away_off_def_difference","away_sec_play_total","away_sec_play_neutral","away_sec_play_composite","dvoa_total_cumulative","dvoa_total_difference","dvoa_weighted_cumulative","dvoa_weighted_difference","dvoa_offense_cumulative","dvoa_offense_difference","dvoa_defense_cumulative","dvoa_defense_difference","dvoa_special_cumulative","dvoa_special_difference","dvoa_home_offense_matchup","dvoa_away_offense_matchup","composite_pace_average","composite_pace_difference","offense_matchup_cumulative","offense_matchup_difference"
"1241",1241,"1998-10-25",1998,8,"MIA","MIA1998","NE1998",12,9,21,36.5,-15.5,0,-2,24.1,21.6,1.3,-22,0.7,0.6,29.43,31.69,30.56,7.3,0.2,-0.1,-5.9,1.5,-1.6,26.46,30.15,28.305,31.4,16.8,21.8,21.4,1.2,1.4,-27.9,16.1,-5.2,0.8,-4.6,-22.1,29.4325,2.255,-26.7,17.5
"1242",1242,"1998-10-25",1998,8,"NO","NO1998","TB1998",9,3,12,35,-23,0,-3,-11.8,-15.1,-22.7,-7.9,2.9,-25.6,27.47,31.17,29.32,1.8,4.5,-7.2,-6.6,2.5,-9.7,29.85,33.23,31.54,-10,13.6,-10.6,19.6,-29.9,15.5,-14.5,1.3,-3.7,0.4,-29.3,-15.1,30.43,2.22,-44.4,14.2
"1243",1243,"1998-10-25",1998,8,"NYJ","NYJ1998","ATL1998",28,3,31,41.5,-10.5,0,-6.5,28,38.3,17.9,-11.3,-1.2,19.1,28.55,30.63,29.59,22.9,32.7,7,-12.8,3.2,3.8,31.13,33,32.065,50.9,5.1,71,5.59999999999999,24.9,10.9,-24.1,1.5,-14,4.4,5.1,-4.3,30.8275,2.475,0.799999999999997,9.4
"1244",1244,"1998-10-25",1998,8,"LV","LV1998","CIN1998",27,10,37,39.5,-2.5,0,-2.5,-19.8,-23.2,-24.8,-14.2,-9.3,-15.5,26.06,28.16,27.11,-29.6,-36.4,-4.3,20.8,-4.5,0.2,27.46,29.81,28.635,-49.4,9.8,-59.6,13.2,-29.1,20.5,6.6,35,11.5,4.8,-4,-18.5,27.8725,1.525,-22.5,14.5
"1245",1245,"1998-10-25",1998,8,"LAC","LAC1998","SEA1998",20,27,47,35,12,1,-6.5,-16.2,-21,-25.7,-14.6,-5.1,-20.6,27.5,31.14,29.32,2.9,1.7,-10.3,-9.5,3.7,-14,26.93,28.88,27.905,-13.3,19.1,-19.3,22.7,-36,15.4,-24.1,5.1,-14.6,8.8,-35.2,-24.9,28.6125,1.415,-60.1,10.3
"1246",1246,"1998-10-25",1998,8,"LAR","LAR1998","SF1998",10,28,38,47,-9,0,-9.5,-6.9,-11.2,-13.4,-7.2,-0.8,-12.6,27.17,31.55,29.36,25,20.5,29.3,1,-3.4,32.7,27.38,28.92,28.15,18.1,31.9,9.3,31.7,15.9,42.7,-6.2,8.2,0.2,2.6,-12.4,22.1,28.755,1.21,9.7,34.5
"1247",1247,"1998-10-25",1998,8,"TEN","TEN1998","CHI1998",20,23,43,40.5,2.5,1,-6,0.5,4.3,12.3,14.7,3,9.3,28.76,32.43,30.595,-10.3,-12.6,-5,7.9,2.7,-7.7,28.19,31.79,29.99,-9.8,10.8,-8.3,16.9,7.3,17.3,22.6,6.8,10.9,0.3,20.2,9.7,30.2925,0.605,29.9,10.5
"1248",1248,"1998-10-26",1998,8,"KC","KC1998","PIT1998",13,20,33,36.5,-3.5,0,-6,-6.1,-5.6,-2.2,1.7,-2.2,0,27.49,30.16,28.825,-2.5,-1.2,-6.6,-3.4,0.7,-7.3,27.95,30.47,29.21,-8.6,3.6,-6.8,4.4,-8.8,4.4,-1.7,5.1,-5.6,2.9,-5.6,-4.9,29.0175,0.385000000000002,-10.5,0.7
"1249",1249,"1998-11-01",1998,9,"ATL","ATL1998","LAR1998",37,15,52,41,11,1,-7,22.9,32.7,7,-12.8,3.2,3.8,31.13,33,32.065,-6.9,-11.2,-13.4,-7.2,-0.8,-12.6,27.17,31.55,29.36,16,29.8,21.5,43.9,-6.4,20.4,-20,5.6,-4,4,-0.2,-26.2,30.7125,2.705,-26.4,26
"1250",1250,"1998-11-01",1998,9,"BAL","BAL1998","JAX1998",19,45,64,42,22,1,-3.5,-3.2,-7.4,-7.8,-1.9,2.7,-10.5,28.25,31.81,30.03,7.5,7.3,9.9,3.9,1.6,8.3,27.42,29.08,28.25,4.3,10.7,-0.100000000000001,14.7,2.1,17.7,2,5.8,6.6,1.1,-3.9,8,29.14,1.78,4.1,11.9
"1251",1251,"1998-11-01",1998,9,"BUF","BUF1998","MIA1998",30,24,54,35,19,1,-2.5,19.3,24.3,20,-1,-1.7,21.7,28.85,30.25,29.55,24.1,21.6,1.3,-22,0.7,0.6,29.43,31.69,30.56,43.4,4.8,45.9,2.7,21.3,18.7,-23,21,-23.7,2.4,-2,0.3,30.055,1.01,-1.7,2.3
"1252",1252,"1998-11-01",1998,9,"CAR","CAR1998","NO1998",31,17,48,36,12,1,-3,-13.6,-10.8,-7.8,6.7,0.8,-8.6,27.4,30.02,28.71,-11.8,-15.1,-22.7,-7.9,2.9,-25.6,27.47,31.17,29.32,-25.4,1.8,-25.9,4.3,-30.5,14.9,-1.2,14.6,-7.1,2.1,-15.7,-16,29.015,0.609999999999999,-31.7,0.300000000000001
"1253",1253,"1998-11-01",1998,9,"CIN","CIN1998","DEN1998",26,33,59,48.5,10.5,1,-11,-29.6,-36.4,-4.3,20.8,-4.5,0.2,27.46,29.81,28.635,32.2,27.1,35,5.1,2.3,32.7,28.76,29.99,29.375,2.6,61.8,-9.3,63.5,30.7,39.3,25.9,15.7,0.6,6.8,0.8,55.8,29.005,0.739999999999998,56.6,55
"1254",1254,"1998-11-01",1998,9,"DET","DET1998","ARI1998",15,17,32,42.5,-10.5,0,-6,-9,-10.2,-6.3,4.9,2.1,-8.4,28.02,30.44,29.23,-17.8,-18.2,-6.2,9.9,-1.8,-4.4,26.02,28.02,27.02,-26.8,8.8,-28.4,8,-12.5,0.0999999999999996,14.8,5,12,3.9,3.6,-1.3,28.125,2.21,2.3,4.9
"1255",1255,"1998-11-01",1998,9,"GB","GB1998","SF1998",36,22,58,49,9,1,-3,14.8,12.9,6.6,-6.8,1.4,5.2,27.68,29.57,28.625,25,20.5,29.3,1,-3.4,32.7,27.38,28.92,28.15,39.8,10.2,33.4,7.6,35.9,22.7,-5.8,7.8,2.4,4.8,7.6,22.5,28.3875,0.475000000000001,30.1,14.9
"1256",1256,"1998-11-01",1998,9,"IND","IND1998","NE1998",16,21,37,37.5,-0.5,0,-5.5,-17.4,-7.9,-1.1,14.9,-1.5,0.4,26.5,30.86,28.68,7.3,0.2,-0.1,-5.9,1.5,-1.6,26.46,30.15,28.305,-10.1,24.7,-7.7,8.1,-1.2,1,9,20.8,-7.4,3,-7,14.8,28.4925,0.375,7.8,21.8
"1257",1257,"1998-11-01",1998,9,"PIT","PIT1998","TEN1998",31,41,72,37,35,1,-5.5,-2.5,-1.2,-6.6,-3.4,0.7,-7.3,27.95,30.47,29.21,0.5,4.3,12.3,14.7,3,9.3,28.76,32.43,30.595,-2,3,3.1,5.5,5.7,18.9,11.3,18.1,15.4,2.3,8.1,8.9,29.9025,1.385,17,0.800000000000001
"1258",1258,"1998-11-01",1998,9,"SEA","SEA1998","LV1998",18,31,49,40,9,1,-7,2.9,1.7,-10.3,-9.5,3.7,-14,26.93,28.88,27.905,-19.8,-23.2,-24.8,-14.2,-9.3,-15.5,26.06,28.16,27.11,-16.9,22.7,-21.5,24.9,-35.1,14.5,-23.7,4.7,-10.5,13,-24.5,-34.3,27.5075,0.795000000000002,-58.8,9.8
"1259",1259,"1998-11-01",1998,9,"TB","TB1998","MIN1998",27,24,51,39.5,11.5,1,-6.5,1.8,4.5,-7.2,-6.6,2.5,-9.7,29.85,33.23,31.54,27.4,28.6,23.9,-2.7,0.8,23.1,27.49,29.2,28.345,29.2,25.6,33.1,24.1,16.7,31.1,-9.3,3.9,-0.2,1.7,-9.9,17.3,29.9425,3.195,7.4,27.2
"1260",1260,"1998-11-01",1998,9,"WAS","WAS1998","NYG1998",21,14,35,38,-3,0,-2.5,-21.4,-11.4,-0.7,15.7,-5,4.3,26.07,28.99,27.53,-5.9,0,-9.7,-4.8,-1,-8.7,26.03,28.39,27.21,-27.3,15.5,-11.4,11.4,-10.4,9,10.9,20.5,-9.8,4,-5.5,6,27.37,0.32,0.5,11.5
"1261",1261,"1998-11-02",1998,9,"PHI","PHI1998","DAL1998",0,34,34,37,-3,0,-6.5,-37,-31.1,-23.5,10.6,-3,-20.5,27.41,30.09,28.75,14.3,11.3,14.9,9.7,9.2,5.7,29.82,30.94,30.38,-22.7,51.3,-19.8,42.4,-8.6,38.4,20.3,0.9,6.7,12.2,-13.8,25.5,29.565,1.63,11.7,39.3
"1262",1262,"1998-11-08",1998,10,"ARI","ARI1998","WAS1998",29,27,56,38,18,1,-4.5,-17.8,-18.2,-6.2,9.9,-1.8,-4.4,26.02,28.02,27.02,-21.4,-11.4,-0.7,15.7,-5,4.3,26.07,28.99,27.53,-39.2,3.6,-29.6,6.8,-6.9,5.5,25.6,5.8,13.9,3.2,9.5,9.2,27.275,0.510000000000002,18.7,0.299999999999999
"1263",1263,"1998-11-08",1998,10,"BAL","BAL1998","LV1998",13,10,23,39,-16,0,-2,-3.2,-7.4,-7.8,-1.9,2.7,-10.5,28.25,31.81,30.03,-19.8,-23.2,-24.8,-14.2,-9.3,-15.5,26.06,28.16,27.11,-23,16.6,-30.6,15.8,-32.6,17,-16.1,12.3,-11.5,12,-22,-26.7,28.57,2.92,-48.7,4.7
"1264",1264,"1998-11-08",1998,10,"CHI","CHI1998","LAR1998",12,20,32,38.5,-6.5,0,-3,-10.3,-12.6,-5,7.9,2.7,-7.7,28.19,31.79,29.99,-6.9,-11.2,-13.4,-7.2,-0.8,-12.6,27.17,31.55,29.36,-17.2,3.4,-23.8,1.4,-18.4,8.4,0.7,15.1,-4.5,3.5,-12.2,-5.5,29.675,0.629999999999999,-17.7,6.7
"1265",1265,"1998-11-08",1998,10,"DAL","DAL1998","NYG1998",16,6,22,37.5,-15.5,0,-8,14.3,11.3,14.9,9.7,9.2,5.7,29.82,30.94,30.38,-5.9,0,-9.7,-4.8,-1,-8.7,26.03,28.39,27.21,8.4,20.2,11.3,11.3,5.2,24.6,4.9,14.5,4.4,10.2,10.1,0,28.795,3.17,10.1,10.1
"1266",1266,"1998-11-08",1998,10,"DEN","DEN1998","LAC1998",27,10,37,44,-7,0,-16,32.2,27.1,35,5.1,2.3,32.7,28.76,29.99,29.375,-16.2,-21,-25.7,-14.6,-5.1,-20.6,27.5,31.14,29.32,16,48.4,6.1,48.1,9.3,60.7,-9.5,19.7,-12.3,7.4,20.4,-20.6,29.3475,0.0549999999999997,-0.200000000000003,41
"1267",1267,"1998-11-08",1998,10,"JAX","JAX1998","CIN1998",24,11,35,46.5,-11.5,0,-10.5,7.5,7.3,9.9,3.9,1.6,8.3,27.42,29.08,28.25,-29.6,-36.4,-4.3,20.8,-4.5,0.2,27.46,29.81,28.635,-22.1,37.1,-29.1,43.7,5.6,14.2,24.7,16.9,22.4,6.1,30.7,-0.4,28.4425,0.385000000000002,30.3,31.1
"1268",1268,"1998-11-08",1998,10,"MIA","MIA1998","IND1998",27,14,41,37,4,1,-9.5,24.1,21.6,1.3,-22,0.7,0.6,29.43,31.69,30.56,-17.4,-7.9,-1.1,14.9,-1.5,0.4,26.5,30.86,28.68,6.7,41.5,13.7,29.5,0.2,2.4,-7.1,36.9,15.6,2.2,16.2,-23.1,29.62,1.88,-6.9,39.3
"1269",1269,"1998-11-08",1998,10,"MIN","MIN1998","NO1998",31,24,55,44,11,1,-14,27.4,28.6,23.9,-2.7,0.8,23.1,27.49,29.2,28.345,-11.8,-15.1,-22.7,-7.9,2.9,-25.6,27.47,31.17,29.32,15.6,39.2,13.5,43.7,1.2,46.6,-10.6,5.2,-7.1,2.1,16,-25.4,28.8325,0.975000000000001,-9.4,41.4
"1270",1270,"1998-11-08",1998,10,"NE","NE1998","ATL1998",10,41,51,41,10,1,-4.5,7.3,0.2,-0.1,-5.9,1.5,-1.6,26.46,30.15,28.305,22.9,32.7,7,-12.8,3.2,3.8,31.13,33,32.065,30.2,15.6,32.9,32.5,6.9,7.1,-18.7,6.9,-11.3,1.7,-12.9,1.1,30.185,3.76,-11.8,14
"1271",1271,"1998-11-08",1998,10,"NYJ","NYJ1998","BUF1998",34,12,46,42,4,1,-4,28,38.3,17.9,-11.3,-1.2,19.1,28.55,30.63,29.59,19.3,24.3,20,-1,-1.7,21.7,28.85,30.25,29.55,47.3,8.7,62.6,14,37.9,2.1,-12.3,10.3,-2.2,0.5,16.9,8.7,29.57,0.0399999999999991,25.6,8.2
"1272",1272,"1998-11-08",1998,10,"PHI","PHI1998","DET1998",10,9,19,36.5,-17.5,0,-4,-37,-31.1,-23.5,10.6,-3,-20.5,27.41,30.09,28.75,-9,-10.2,-6.3,4.9,2.1,-8.4,28.02,30.44,29.23,-46,28,-41.3,20.9,-29.8,17.2,15.5,5.7,1.9,5.1,-18.6,4.3,28.99,0.48,-14.3,22.9
"1273",1273,"1998-11-08",1998,10,"SF","SF1998","CAR1998",25,23,48,43.5,4.5,1,-13.5,25,20.5,29.3,1,-3.4,32.7,27.38,28.92,28.15,-13.6,-10.8,-7.8,6.7,0.8,-8.6,27.4,30.02,28.71,11.4,38.6,9.7,31.3,21.5,37.1,7.7,5.7,3.3,4.2,36,-6.8,28.43,0.560000000000002,29.2,42.8
"1274",1274,"1998-11-08",1998,10,"SEA","SEA1998","KC1998",24,12,36,40,-4,0,-3,2.9,1.7,-10.3,-9.5,3.7,-14,26.93,28.88,27.905,-6.1,-5.6,-2.2,1.7,-2.2,0,27.49,30.16,28.825,-3.2,9,-3.9,7.3,-12.5,8.1,-7.8,11.2,5.4,5.9,-8.6,-11.7,28.365,0.919999999999998,-20.3,3.1
"1275",1275,"1998-11-08",1998,10,"TB","TB1998","TEN1998",22,31,53,37,16,1,-3,1.8,4.5,-7.2,-6.6,2.5,-9.7,29.85,33.23,31.54,0.5,4.3,12.3,14.7,3,9.3,28.76,32.43,30.595,2.3,1.3,8.8,0.2,5.1,19.5,8.1,21.3,17.2,0.5,7.5,5.7,31.0675,0.945,13.2,1.8
"1276",1276,"1998-11-09",1998,10,"PIT","PIT1998","GB1998",27,20,47,41.5,5.5,1,-3,-2.5,-1.2,-6.6,-3.4,0.7,-7.3,27.95,30.47,29.21,14.8,12.9,6.6,-6.8,1.4,5.2,27.68,29.57,28.625,12.3,17.3,11.7,14.1,0,13.2,-10.2,3.4,-6.1,0.7,-13.4,3.2,28.9175,0.585000000000001,-10.2,16.6
"1277",1277,"1998-11-15",1998,11,"ARI","ARI1998","DAL1998",28,35,63,38.5,24.5,1,-3.5,-17.8,-18.2,-6.2,9.9,-1.8,-4.4,26.02,28.02,27.02,14.3,11.3,14.9,9.7,9.2,5.7,29.82,30.94,30.38,-3.5,32.1,-6.9,29.5,8.7,21.1,19.6,0.200000000000001,7.9,11,3.5,24.8,28.7,3.36,28.3,21.3
"1278",1278,"1998-11-15",1998,11,"BUF","BUF1998","NE1998",13,10,23,39,-16,0,-3,19.3,24.3,20,-1,-1.7,21.7,28.85,30.25,29.55,7.3,0.2,-0.1,-5.9,1.5,-1.6,26.46,30.15,28.305,26.6,12,24.5,24.1,19.9,20.1,-6.9,4.9,-7.6,3.2,14.1,-1.1,28.9275,1.245,13,15.2
"1279",1279,"1998-11-15",1998,11,"CAR","CAR1998","MIA1998",9,13,22,38,-16,0,-3,-13.6,-10.8,-7.8,6.7,0.8,-8.6,27.4,30.02,28.71,24.1,21.6,1.3,-22,0.7,0.6,29.43,31.69,30.56,10.5,37.7,10.8,32.4,-6.5,9.1,-15.3,28.7,-21.2,0.1,-29.8,8,29.635,1.85,-21.8,37.8
"1280",1280,"1998-11-15",1998,11,"DET","DET1998","CHI1998",26,3,29,39,-10,0,-6.5,-9,-10.2,-6.3,4.9,2.1,-8.4,28.02,30.44,29.23,-10.3,-12.6,-5,7.9,2.7,-7.7,28.19,31.79,29.99,-19.3,1.3,-22.8,2.4,-11.3,1.3,12.8,3,10,0.6,1.6,-0.0999999999999996,29.61,0.759999999999998,1.5,1.7
"1281",1281,"1998-11-15",1998,11,"IND","IND1998","NYJ1998",24,23,47,41.5,5.5,1,-6.5,-17.4,-7.9,-1.1,14.9,-1.5,0.4,26.5,30.86,28.68,28,38.3,17.9,-11.3,-1.2,19.1,28.55,30.63,29.59,10.6,45.4,30.4,46.2,16.8,19,3.6,26.2,-12.8,0.3,-12.4,32.8,29.135,0.91,20.4,45.2
"1282",1282,"1998-11-15",1998,11,"JAX","JAX1998","TB1998",29,24,53,39.5,13.5,1,-6.5,7.5,7.3,9.9,3.9,1.6,8.3,27.42,29.08,28.25,1.8,4.5,-7.2,-6.6,2.5,-9.7,29.85,33.23,31.54,9.3,5.7,11.8,2.8,2.7,17.1,-2.7,10.5,-5,0.9,3.3,-3.3,29.895,3.29,4.44089209850063e-16,6.6
"1283",1283,"1998-11-15",1998,11,"MIN","MIN1998","CIN1998",24,3,27,46,-19,0,-11,27.4,28.6,23.9,-2.7,0.8,23.1,27.49,29.2,28.345,-29.6,-36.4,-4.3,20.8,-4.5,0.2,27.46,29.81,28.635,-2.2,57,-7.8,65,19.6,28.2,18.1,23.5,21.6,5.3,44.7,-7,28.49,0.290000000000003,37.7,51.7
"1284",1284,"1998-11-15",1998,11,"NO","NO1998","LAR1998",24,3,27,37.5,-10.5,0,-3,-11.8,-15.1,-22.7,-7.9,2.9,-25.6,27.47,31.17,29.32,-6.9,-11.2,-13.4,-7.2,-0.8,-12.6,27.17,31.55,29.36,-18.7,4.9,-26.3,3.9,-36.1,9.3,-15.1,0.7,-4.3,3.7,-29.9,-21.3,29.34,0.0399999999999991,-51.2,8.6
"1285",1285,"1998-11-15",1998,11,"NYG","NYG1998","GB1998",3,37,40,39,1,1,-7,-5.9,0,-9.7,-4.8,-1,-8.7,26.03,28.39,27.21,14.8,12.9,6.6,-6.8,1.4,5.2,27.68,29.57,28.625,8.9,20.7,12.9,12.9,-3.1,16.3,-11.6,2,-7.8,2.4,-16.5,1.8,27.9175,1.415,-14.7,18.3
"1286",1286,"1998-11-15",1998,11,"LV","LV1998","SEA1998",20,17,37,38,-1,0,-1.5,-19.8,-23.2,-24.8,-14.2,-9.3,-15.5,26.06,28.16,27.11,2.9,1.7,-10.3,-9.5,3.7,-14,26.93,28.88,27.905,-16.9,22.7,-21.5,24.9,-35.1,14.5,-23.7,4.7,-18.8,13,-34.3,-24.5,27.5075,0.795000000000002,-58.8,9.8
"1287",1287,"1998-11-15",1998,11,"LAC","LAC1998","BAL1998",14,13,27,33.5,-6.5,0,0,-16.2,-21,-25.7,-14.6,-5.1,-20.6,27.5,31.14,29.32,-3.2,-7.4,-7.8,-1.9,2.7,-10.5,28.25,31.81,30.03,-19.4,13,-28.4,13.6,-33.5,17.9,-16.5,12.7,-7,7.8,-27.6,-22.4,29.675,0.710000000000001,-50,5.2
"1288",1288,"1998-11-15",1998,11,"TEN","TEN1998","PIT1998",23,14,37,38,-1,0,-1.5,0.5,4.3,12.3,14.7,3,9.3,28.76,32.43,30.595,-2.5,-1.2,-6.6,-3.4,0.7,-7.3,27.95,30.47,29.21,-2,3,3.1,5.5,5.7,18.9,11.3,18.1,-0.4,2.3,8.9,8.1,29.9025,1.385,17,0.800000000000001
"1289",1289,"1998-11-15",1998,11,"WAS","WAS1998","PHI1998",28,3,31,36,-5,0,-4,-21.4,-11.4,-0.7,15.7,-5,4.3,26.07,28.99,27.53,-37,-31.1,-23.5,10.6,-3,-20.5,27.41,30.09,28.75,-58.4,15.6,-42.5,19.7,-24.2,22.8,26.3,5.1,5.6,2,9.9,-7.8,28.14,1.22,2.1,17.7
"1290",1290,"1998-11-16",1998,11,"KC","KC1998","DEN1998",7,30,37,40,-3,0,-4,-6.1,-5.6,-2.2,1.7,-2.2,0,27.49,30.16,28.825,32.2,27.1,35,5.1,2.3,32.7,28.76,29.99,29.375,26.1,38.3,21.5,32.7,32.8,37.2,6.8,3.4,2.9,4.5,2.9,36.7,29.1,0.550000000000001,39.6,33.8
"1291",1291,"1998-11-22",1998,12,"ATL","ATL1998","CHI1998",20,13,33,41.5,-8.5,0,-12,22.9,32.7,7,-12.8,3.2,3.8,31.13,33,32.065,-10.3,-12.6,-5,7.9,2.7,-7.7,28.19,31.79,29.99,12.6,33.2,20.1,45.3,2,12,-4.9,20.7,11.1,0.5,14.9,-17.8,31.0275,2.075,-2.9,32.7
"1292",1292,"1998-11-22",1998,12,"BUF","BUF1998","IND1998",34,11,45,39.5,5.5,1,-7,19.3,24.3,20,-1,-1.7,21.7,28.85,30.25,29.55,-17.4,-7.9,-1.1,14.9,-1.5,0.4,26.5,30.86,28.68,1.9,36.7,16.4,32.2,18.9,21.1,13.9,15.9,13.2,0.2,34.9,-2.1,29.115,0.870000000000001,32.8,37
"1293",1293,"1998-11-22",1998,12,"CIN","CIN1998","BAL1998",13,20,33,37,-4,0,-1.5,-29.6,-36.4,-4.3,20.8,-4.5,0.2,27.46,29.81,28.635,-3.2,-7.4,-7.8,-1.9,2.7,-10.5,28.25,31.81,30.03,-32.8,26.4,-43.8,29,-12.1,3.5,18.9,22.7,-6.4,7.2,-6.2,13,29.3325,1.395,6.8,19.2
"1294",1294,"1998-11-22",1998,12,"DAL","DAL1998","SEA1998",30,22,52,40,12,1,-5.5,14.3,11.3,14.9,9.7,9.2,5.7,29.82,30.94,30.38,2.9,1.7,-10.3,-9.5,3.7,-14,26.93,28.88,27.905,17.2,11.4,13,9.6,4.6,25.2,0.199999999999999,19.2,-0.300000000000001,5.5,5.4,-0.600000000000001,29.1425,2.475,4.8,6
"1295",1295,"1998-11-22",1998,12,"DEN","DEN1998","LV1998",40,14,54,44,10,1,-11,32.2,27.1,35,5.1,2.3,32.7,28.76,29.99,29.375,-19.8,-23.2,-24.8,-14.2,-9.3,-15.5,26.06,28.16,27.11,12.4,52,3.9,50.3,10.2,59.8,-9.1,19.3,-11.9,11.6,20.8,-19.7,28.2425,2.265,1.1,40.5
"1296",1296,"1998-11-22",1998,12,"MIN","MIN1998","GB1998",28,14,42,49.5,-7.5,0,-3,27.4,28.6,23.9,-2.7,0.8,23.1,27.49,29.2,28.345,14.8,12.9,6.6,-6.8,1.4,5.2,27.68,29.57,28.625,42.2,12.6,41.5,15.7,30.5,17.3,-9.5,4.1,-6,0.6,17.1,3.9,28.485,0.280000000000001,21,13.2
"1297",1297,"1998-11-22",1998,12,"NYG","NYG1998","PHI1998",20,0,20,33.5,-13.5,0,-5.5,-5.9,0,-9.7,-4.8,-1,-8.7,26.03,28.39,27.21,-37,-31.1,-23.5,10.6,-3,-20.5,27.41,30.09,28.75,-42.9,31.1,-31.1,31.1,-33.2,13.8,5.8,15.4,9.6,2,0.9,-28.3,27.98,1.54,-27.4,29.2
"1298",1298,"1998-11-22",1998,12,"PIT","PIT1998","JAX1998",30,15,45,41,4,1,-2.5,-2.5,-1.2,-6.6,-3.4,0.7,-7.3,27.95,30.47,29.21,7.5,7.3,9.9,3.9,1.6,8.3,27.42,29.08,28.25,5,10,6.1,8.5,3.3,16.5,0.5,7.3,4.6,0.9,-2.7,6.5,28.73,0.960000000000001,3.8,9.2
"1299",1299,"1998-11-22",1998,12,"LAC","LAC1998","KC1998",38,37,75,33.5,41.5,1,-3,-16.2,-21,-25.7,-14.6,-5.1,-20.6,27.5,31.14,29.32,-6.1,-5.6,-2.2,1.7,-2.2,0,27.49,30.16,28.825,-22.3,10.1,-26.6,15.4,-27.9,23.5,-12.9,16.3,-3.4,2.9,-24,-16.8,29.0725,0.495000000000001,-40.8,7.2
"1300",1300,"1998-11-22",1998,12,"SF","SF1998","NO1998",31,20,51,44,7,1,-12.5,25,20.5,29.3,1,-3.4,32.7,27.38,28.92,28.15,-11.8,-15.1,-22.7,-7.9,2.9,-25.6,27.47,31.17,29.32,13.2,36.8,5.4,35.6,6.6,52,-6.9,8.9,-11.3,6.3,21.4,-21.7,28.735,1.17,-0.300000000000001,43.1
"1301",1301,"1998-11-22",1998,12,"LAR","LAR1998","CAR1998",20,24,44,40,4,1,-1.5,-6.9,-11.2,-13.4,-7.2,-0.8,-12.6,27.17,31.55,29.36,-13.6,-10.8,-7.8,6.7,0.8,-8.6,27.4,30.02,28.71,-20.5,6.7,-22,0.399999999999999,-21.2,5.6,-0.5,13.9,5.9,1.6,-6.7,-15,29.035,0.649999999999999,-21.7,8.3
"1302",1302,"1998-11-22",1998,12,"TB","TB1998","DET1998",25,28,53,36,17,1,-6,1.8,4.5,-7.2,-6.6,2.5,-9.7,29.85,33.23,31.54,-9,-10.2,-6.3,4.9,2.1,-8.4,28.02,30.44,29.23,-7.2,10.8,-5.7,14.7,-13.5,0.9,-1.7,11.5,7.4,0.4,-2.3,-12.9,30.385,2.31,-15.2,10.6
"1303",1303,"1998-11-22",1998,12,"TEN","TEN1998","NYJ1998",3,24,27,42.5,-15.5,0,-2.5,0.5,4.3,12.3,14.7,3,9.3,28.76,32.43,30.595,28,38.3,17.9,-11.3,-1.2,19.1,28.55,30.63,29.59,28.5,27.5,42.6,34,30.2,5.6,3.4,26,-8.3,4.2,1,32.6,30.0925,1.005,33.6,31.6
"1304",1304,"1998-11-22",1998,12,"WAS","WAS1998","ARI1998",42,45,87,41,46,1,-1,-21.4,-11.4,-0.7,15.7,-5,4.3,26.07,28.99,27.53,-17.8,-18.2,-6.2,9.9,-1.8,-4.4,26.02,28.02,27.02,-39.2,3.6,-29.6,6.8,-6.9,5.5,25.6,5.8,4.9,3.2,9.2,9.5,27.275,0.510000000000002,18.7,0.299999999999999
"1305",1305,"1998-11-23",1998,12,"NE","NE1998","MIA1998",26,23,49,36.5,12.5,1,-3,7.3,0.2,-0.1,-5.9,1.5,-1.6,26.46,30.15,28.305,24.1,21.6,1.3,-22,0.7,0.6,29.43,31.69,30.56,31.4,16.8,21.8,21.4,1.2,1.4,-27.9,16.1,-20.5,0.8,-22.1,-4.6,29.4325,2.255,-26.7,17.5
"1306",1306,"1998-11-26",1998,13,"DAL","DAL1998","MIN1998",36,46,82,46.5,35.5,1,-3,14.3,11.3,14.9,9.7,9.2,5.7,29.82,30.94,30.38,27.4,28.6,23.9,-2.7,0.8,23.1,27.49,29.2,28.345,41.7,13.1,39.9,17.3,38.8,9,7,12.4,6.5,8.4,12.2,33.6,29.3625,2.035,45.8,21.4
"1307",1307,"1998-11-26",1998,13,"DET","DET1998","PIT1998",19,16,35,41,-6,0,-2.5,-9,-10.2,-6.3,4.9,2.1,-8.4,28.02,30.44,29.23,-2.5,-1.2,-6.6,-3.4,0.7,-7.3,27.95,30.47,29.21,-11.5,6.5,-11.4,9,-12.9,0.3,1.5,8.3,-1.3,1.4,-9.7,-1.7,29.22,0.0199999999999996,-11.4,8
"1308",1308,"1998-11-29",1998,13,"BAL","BAL1998","IND1998",38,31,69,39,30,1,-6,-3.2,-7.4,-7.8,-1.9,2.7,-10.5,28.25,31.81,30.03,-17.4,-7.9,-1.1,14.9,-1.5,0.4,26.5,30.86,28.68,-20.6,14.2,-15.3,0.5,-8.9,6.7,13,16.8,17.6,4.2,7.1,-3,29.355,1.35,4.1,10.1
