Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
WAS,23,28.50,20,28.71,21,28.30,32,32.64,11,28.07,30,28.04,20,31.38
NE,24,28.60,16,28.38,24,28.80,7,27.81,31,31.13,21,26.15,27,32.57
NO,25,28.94,30,29.56,22,28.33,30,31.66,20,29.04,25,27.41,14,31.03
CLE,26,29.19,18,28.51,29,29.91,24,30.20,23,29.43,27,27.73,24,32.26
TEN,27,29.23,25,29.20,26,29.25,28,31.45,24,29.55,19,26.09,21,31.88
DEN,28,29.45,29,29.46,27,29.45,29,31.55,26,29.70,29,27.95,25,32.29
SF,29,29.52,24,29.13,28,29.89,21,30.07,32,31.17,24,26.50,28,32.62
CIN,30,29.75,28,29.45,30,30.02,23,30.17,27,29.88,31,29.29,30,32.79
IND,31,30.12,31,29.77,31,30.45,31,32.24,28,30.16,22,26.34,32,33.54
GB,32,30.54,32,30.26,32,30.83,25,30.24,29,30.34,32,31.21,31,32.80
NFL,,27.88,,28.16,,27.62,,29.40,,28.55,,25.86,,31.05

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
TEN,1,26.45,8,27.51,3,25.51,10,28.80,9,27.64,5,24.40,13,30.83
GB,2,26.54,22,28.47,1,24.93,12,28.88,10,27.78,6,24.55,12,30.78
TB,3,27.04,9,27.62,5,26.46,23,30.33,2,27.06,17,26.29,7,30.42
IND,4,27.04,29,29.24,2,25.08,4,27.66,23,29.26,9,24.87,22,31.38
MIN,5,27.24,4,27.17,9,27.31,1,26.04,17,28.48,16,26.15,15,30.97
WAS,6,27.31,3,26.98,17,27.66,2,26.87,8,27.63,27,27.04,4,30.09
BAL,7,27.40,1,26.44,26,28.32,30,31.09,1,26.16,26,27.04,20,31.19
KC,8,27.41,6,27.41,14,27.41,32,31.99,7,27.62,21,26.44,10,30.65
NYG,9,27.42,2,26.74,25,28.18,3,27.19,5,27.49,29,27.73,2,29.93
NO,10,27.45,7,27.50,13,27.41,28,30.61,6,27.52,3,23.88,5,30.10
DAL,11,27.47,5,27.25,16,27.65,16,29.86,3,27.22,24,26.86,1,28.32
MIA,12,27.49,20,28.25,8,26.80,14,29.12,19,28.88,10,24.92,11,30.66
CLE,13,27.57,23,28.54,6,26.66,8,28.57,14,28.17,19,26.41,21,31.25
LV,14,27.72,28,29.13,4,26.41,9,28.61,29,30.12,1,22.57,26,31.93
CIN,15,27.75,25,28.85,7,26.68,7,28.49,25,29.84,4,24.12,31,32.49
ARI,16,27.79,17,28.02,15,27.52,26,30.46,24,29.30,14,25.79,18,31.15
PIT,17,27.80,19,28.23,12,27.41,18,29.97,4,27.24,15,26.11,8,30.53
LAR,18,27.84,10,27.65,24,28.00,27,30.60,21,29.19,12,25.48,30,32.19
DEN,19,27.86,12,27.75,22,27.99,11,28.85,22,29.21,11,25.05,14,30.89
PHI,20,27.92,16,27.87,21,27.98,21,30.25,18,28.80,7,24.59,17,31.14
LAC,21,27.92,18,28.15,19,27.71,31,31.40,16,28.42,13,25.57,6,30.12
NYJ,22,28.19,13,27.76,27,28.64,6,27.99,20,29.11,8,24.85,28,32.08
BUF,23,28.21,21,28.43,23,27.99,5,27.67,32,31.00,18,26.34,25,31.86
CAR,24,28.27,14,27.80,28,28.72,15,29.63,15,28.18,25,27.03,19,31.17
DET,25,28.37,26,29.11,18,27.69,17,29.96,12,27.86,20,26.43,16,31.04
NE,26,28.38,30,29.36,11,27.41,29,30.96,11,27.85,30,27.93,9,30.59
ATL,27,28.42,15,27.82,29,29.02,25,30.44,13,28.16,23,26.67,3,30.00
HOU,28,28.63,11,27.72,30,29.53,22,30.26,30,30.23,2,23.69,23,31.45
SF,29,28.73,31,30.14,10,27.40,24,30.35,28,29.96,22,26.56,24,31.72
SEA,30,29.18,32,30.72,20,27.76,19,30.02,31,30.58,28,27.07,32,32.69
CHI,31,29.19,24,28.57,31,29.81,13,29.10,26,29.87,31,28.37,27,31.94
JAX,32,30.15,27,29.12,32,31.26,20,30.09,27,29.88,32,31.65,29,32.12
NFL,,27.88,,28.16,,27.62,,29.40,,28.55,,25.86,,31.05

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
GB,1,32:41,16,5:53,4,16:23,7,10:25,9,12:38,5,32:01,2,15:21
TEN,2,32:36,22,5:20,6,14:40,16,12:36,19,11:06,9,28:16,13,20:39
BAL,3,32:29,1,8:45,19,10:34,19,13:11,2,14:43,21,21:57,18,23:20
IND,4,32:14,27,4:43,1,17:49,5,9:41,31,9:14,2,35:09,4,15:37
BUF,5,31:18,20,5:30,2,17:47,1,8:01,25,10:43,1,35:22,1,13:56
DEN,6,31:03,15,5:54,22,9:29,26,15:40,16,11:54,25,18:47,24,29:19
ARI,7,30:58,32,3:54,3,17:19,6,9:46,32,7:52,4,33:45,5,18:24
CIN,8,30:50,10,6:21,14,11:34,18,12:56,5,13:33,17,24:28,16,21:59
NE,9,30:47,26,4:46,9,13:53,15,12:07,26,10:33,8,29:58,9,19:29
KC,10,30:45,17,5:51,5,15:28,4,9:26,30,9:32,3,35:03,3,15:25
WAS,11,30:38,24,5:10,27,7:39,29,17:50,14,12:06,27,16:52,28,31:03
CLE,12,30:38,8,6:38,12,12:04,14,11:56,18,11:43,13,26:10,17,22:07
TB,13,30:37,23,5:11,7,14:28,12,10:58,29,9:34,6,31:20,7,19:07
DAL,14,30:32,6,6:48,10,12:48,11,10:57,20,11:04,11,27:47,15,21:09
SF,15,30:31,3,7:18,11,12:45,8,10:29,4,13:40,14,26:07,12,20:13
CAR,16,30:28,9,6:25,16,11:15,17,12:47,17,11:48,20,22:56,19,25:16
MIA,17,30:06,2,8:10,18,11:04,10,10:51,3,14:09,15,24:47,14,21:04
NO,18,30:05,18,5:49,20,10:09,21,14:08,11,12:20,23,21:28,21,26:12
CHI,19,29:57,30,4:27,24,9:01,27,16:30,28,9:36,24,20:31,26,29:53
PHI,20,29:46,28,4:36,17,11:14,20,13:56,21,11:00,18,23:13,20,25:47
LV,21,29:34,21,5:20,21,9:43,23,14:31,23,10:54,22,21:57,23,27:09
MIN,22,29:29,5,6:59,13,11:40,9,10:51,13,12:07,10,28:00,11,19:52
LAC,23,29:23,11,6:21,15,11:29,13,11:33,10,12:34,12,27:45,10,19:41
PIT,24,29:07,7,6:40,28,6:49,25,15:37,7,13:15,28,15:49,27,30:56
DET,25,29:00,13,6:03,31,4:36,30,18:21,12,12:13,30,12:56,30,34:51
LAR,26,28:54,19,5:49,8,14:03,3,9:03,24,10:47,7,30:11,6,19:02
ATL,27,28:38,25,5:08,25,8:44,24,14:46,27,9:46,19,23:07,22,27:07
NYG,28,28:27,14,5:59,29,5:53,28,16:35,6,13:24,29,15:09,29,31:27
HOU,29,28:21,12,6:06,26,7:45,22,14:30,15,11:59,26,18:09,25,29:52
NYJ,30,27:48,29,4:33,30,4:43,31,18:32,8,12:40,31,11:55,31,35:26
JAX,31,26:59,31,4:11,32,2:08,32,20:40,22,10:57,32,6:44,32,42:19
SEA,32,25:21,4,7:11,23,9:23,2,8:47,1,16:07,16,24:38,8,19:16

